Timestamp,ProcessA_Start,RobotArm_Down,Clamp_ON,Sensor_Part,RobotArm_Up,ProcessB_Start,Camera_Trigger,Inspect_OK,Gate_Open,ProcessC_Start,Conveyor_ON,Sensor_Exit,Pressure_A,Torque_A,Light_Level,Score_B,Speed_C,Temp_C
2024/01/15 08:00:00.000,1,0,0,0,0,0,0,0,0,0,0,0,8.58,12.085,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.001,1,0,0,0,0,0,0,0,0,0,0,0,8.633,11.802,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.002,1,0,0,0,0,0,0,0,0,0,0,0,8.473,11.774,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.003,1,0,0,0,0,0,0,0,0,0,0,0,8.404,12.003,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.004,1,0,0,0,0,0,0,0,0,0,0,0,8.339,11.855,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.005,1,0,0,0,0,0,0,0,0,0,0,0,8.551,12.022,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.006,1,0,0,0,0,0,0,0,0,0,0,0,8.405,12.043,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.007,1,0,0,0,0,0,0,0,0,0,0,0,8.605,11.763,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.008,1,0,0,0,0,0,0,0,0,0,0,0,8.604,12.095,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.009,1,0,0,0,0,0,0,0,0,0,0,0,8.446,11.835,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.010,1,0,0,0,0,0,0,0,0,0,0,0,8.655,11.922,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.011,1,0,0,0,0,0,0,0,0,0,0,0,8.362,11.806,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.012,1,0,0,0,0,0,0,0,0,0,0,0,8.618,12.05,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.013,1,0,0,0,0,0,0,0,0,0,0,0,8.604,12.11,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.014,1,0,0,0,0,0,0,0,0,0,0,0,8.512,12.227,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.015,1,0,0,0,0,0,0,0,0,0,0,0,8.459,12.025,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.016,1,0,0,0,0,0,0,0,0,0,0,0,8.612,12.057,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.017,1,0,0,0,0,0,0,0,0,0,0,0,8.623,12.037,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.018,1,0,0,0,0,0,0,0,0,0,0,0,8.57,11.782,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.019,1,0,0,0,0,0,0,0,0,0,0,0,8.407,11.899,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.020,1,0,0,0,0,0,0,0,0,0,0,0,8.357,11.872,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.021,1,0,0,0,0,0,0,0,0,0,0,0,8.364,11.893,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.022,1,0,0,0,0,0,0,0,0,0,0,0,8.546,11.935,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.023,1,0,0,0,0,0,0,0,0,0,0,0,8.456,11.861,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.024,1,0,0,0,0,0,0,0,0,0,0,0,8.421,12.21,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.025,1,0,0,0,0,0,0,0,0,0,0,0,8.55,12.052,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.026,1,0,0,0,0,0,0,0,0,0,0,0,8.388,12.11,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.027,1,0,0,0,0,0,0,0,0,0,0,0,8.386,11.942,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.028,1,0,0,0,0,0,0,0,0,0,0,0,8.666,12.067,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.029,1,0,0,0,0,0,0,0,0,0,0,0,8.519,12.089,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.030,1,0,0,0,0,0,0,0,0,0,0,0,8.617,12.132,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.031,1,0,0,0,0,0,0,0,0,0,0,0,8.408,11.775,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.032,1,0,0,0,0,0,0,0,0,0,0,0,8.437,11.889,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.033,1,0,0,0,0,0,0,0,0,0,0,0,8.402,12.213,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.034,1,0,0,0,0,0,0,0,0,0,0,0,8.628,11.911,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.035,1,0,0,0,0,0,0,0,0,0,0,0,8.553,11.95,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.036,1,0,0,0,0,0,0,0,0,0,0,0,8.641,11.98,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.037,1,0,0,0,0,0,0,0,0,0,0,0,8.42,11.878,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.038,1,0,0,0,0,0,0,0,0,0,0,0,8.521,11.886,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.039,1,0,0,0,0,0,0,0,0,0,0,0,8.529,12.191,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.040,1,0,0,0,0,0,0,0,0,0,0,0,8.466,11.865,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.041,1,0,0,0,0,0,0,0,0,0,0,0,8.669,12.005,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.042,1,0,0,0,0,0,0,0,0,0,0,0,8.361,11.783,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.043,1,0,0,0,0,0,0,0,0,0,0,0,8.367,12.061,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.044,1,0,0,0,0,0,0,0,0,0,0,0,8.599,11.963,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.045,1,0,0,0,0,0,0,0,0,0,0,0,8.352,11.943,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.046,1,0,0,0,0,0,0,0,0,0,0,0,8.669,12.014,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.047,1,0,0,0,0,0,0,0,0,0,0,0,8.66,12.173,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.048,1,0,0,0,0,0,0,0,0,0,0,0,8.334,12.106,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.049,1,1,0,0,0,0,0,0,0,0,0,0,8.562,12.018,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.050,1,1,0,0,0,0,0,0,0,0,0,0,8.421,12.068,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.051,1,1,0,0,0,0,0,0,0,0,0,0,8.368,11.969,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.052,1,1,0,0,0,0,0,0,0,0,0,0,8.484,12.218,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.053,1,1,0,0,0,0,0,0,0,0,0,0,8.628,11.886,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.054,1,1,0,0,0,0,0,0,0,0,0,0,8.5,11.846,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.055,1,1,0,0,0,0,0,0,0,0,0,0,8.64,12.178,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.056,1,1,0,0,0,0,0,0,0,0,0,0,8.431,12.067,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.057,1,1,0,0,0,0,0,0,0,0,0,0,8.537,11.833,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.058,1,1,0,0,0,0,0,0,0,0,0,0,8.589,12.019,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.059,1,1,0,0,0,0,0,0,0,0,0,0,8.595,12.015,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.060,1,1,0,0,0,0,0,0,0,0,0,0,8.33,11.916,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.061,1,1,0,0,0,0,0,0,0,0,0,0,8.337,12.206,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.062,1,1,0,0,0,0,0,0,0,0,0,0,8.629,12.159,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.063,1,1,0,0,0,0,0,0,0,0,0,0,8.435,11.788,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.064,1,1,0,0,0,0,0,0,0,0,0,0,8.629,12.215,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.065,1,1,0,0,0,0,0,0,0,0,0,0,8.359,11.993,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.066,1,1,0,0,0,0,0,0,0,0,0,0,8.354,12.125,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.067,1,1,0,0,0,0,0,0,0,0,0,0,8.59,11.822,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.068,1,1,0,0,0,0,0,0,0,0,0,0,8.492,12.024,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.069,1,1,0,0,0,0,0,0,0,0,0,0,8.42,12.179,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.070,1,1,0,0,0,0,0,0,0,0,0,0,8.474,11.862,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.071,1,1,0,0,0,0,0,0,0,0,0,0,8.513,12.11,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.072,1,1,0,0,0,0,0,0,0,0,0,0,8.398,11.91,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.073,1,1,0,0,0,0,0,0,0,0,0,0,8.668,12.072,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.074,1,1,0,0,0,0,0,0,0,0,0,0,8.479,12.008,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.075,1,1,0,0,0,0,0,0,0,0,0,0,8.371,11.868,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.076,1,1,0,0,0,0,0,0,0,0,0,0,8.445,12.042,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.077,1,1,0,0,0,0,0,0,0,0,0,0,8.408,11.866,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.078,1,1,0,0,0,0,0,0,0,0,0,0,8.354,12.063,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.079,1,1,0,0,0,0,0,0,0,0,0,0,8.408,12.195,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.080,1,1,0,0,0,0,0,0,0,0,0,0,8.622,11.794,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.081,1,1,0,0,0,0,0,0,0,0,0,0,8.411,12.081,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.082,1,1,0,0,0,0,0,0,0,0,0,0,8.403,11.824,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.083,1,1,0,0,0,0,0,0,0,0,0,0,8.648,12.034,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.084,1,1,0,0,0,0,0,0,0,0,0,0,8.491,12.137,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.085,1,1,0,0,0,0,0,0,0,0,0,0,8.605,11.851,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.086,1,1,0,0,0,0,0,0,0,0,0,0,8.363,11.967,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.087,1,1,0,0,0,0,0,0,0,0,0,0,8.474,11.984,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.088,1,1,0,0,0,0,0,0,0,0,0,0,8.578,12.083,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.089,1,1,0,0,0,0,0,0,0,0,0,0,8.665,11.807,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.090,1,1,0,0,0,0,0,0,0,0,0,0,8.467,11.923,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.091,1,1,0,0,0,0,0,0,0,0,0,0,8.623,11.879,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.092,1,1,0,0,0,0,0,0,0,0,0,0,8.395,11.975,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.093,1,1,0,0,0,0,0,0,0,0,0,0,8.473,11.894,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.094,1,1,0,0,0,0,0,0,0,0,0,0,8.415,12.203,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.095,1,1,0,0,0,0,0,0,0,0,0,0,8.481,12.173,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.096,1,1,0,0,0,0,0,0,0,0,0,0,8.517,11.784,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.097,1,1,0,0,0,0,0,0,0,0,0,0,8.67,12.161,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.098,1,1,0,0,0,0,0,0,0,0,0,0,8.659,12.205,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.099,1,1,0,0,0,0,0,0,0,0,0,0,8.619,11.84,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.100,1,1,0,0,0,0,0,0,0,0,0,0,8.495,11.863,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.101,1,1,0,0,0,0,0,0,0,0,0,0,8.466,11.788,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.102,1,1,0,0,0,0,0,0,0,0,0,0,8.459,12.233,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.103,1,1,0,0,0,0,0,0,0,0,0,0,8.42,12.136,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.104,1,1,0,0,0,0,0,0,0,0,0,0,8.485,11.963,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.105,1,1,0,0,0,0,0,0,0,0,0,0,8.655,12.238,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.106,1,1,0,0,0,0,0,0,0,0,0,0,8.519,12.105,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.107,1,1,0,0,0,0,0,0,0,0,0,0,8.383,11.902,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.108,1,1,0,0,0,0,0,0,0,0,0,0,8.659,12.038,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.109,1,1,0,0,0,0,0,0,0,0,0,0,8.514,12.119,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.110,1,1,0,0,0,0,0,0,0,0,0,0,8.349,12.04,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.111,1,1,0,0,0,0,0,0,0,0,0,0,8.501,12.169,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.112,1,1,0,0,0,0,0,0,0,0,0,0,8.384,12.221,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.113,1,1,0,0,0,0,0,0,0,0,0,0,8.357,11.849,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.114,1,1,0,0,0,0,0,0,0,0,0,0,8.532,12.084,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.115,1,1,0,0,0,0,0,0,0,0,0,0,8.41,11.818,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.116,1,1,0,0,0,0,0,0,0,0,0,0,8.633,11.878,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.117,1,1,0,0,0,0,0,0,0,0,0,0,8.532,12.057,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.118,1,1,0,0,0,0,0,0,0,0,0,0,8.473,12.04,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.119,1,1,0,0,0,0,0,0,0,0,0,0,8.508,12.209,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.120,1,1,0,0,0,0,0,0,0,0,0,0,8.399,12.104,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.121,1,1,0,0,0,0,0,0,0,0,0,0,8.411,11.95,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.122,1,1,0,0,0,0,0,0,0,0,0,0,8.558,11.904,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.123,1,1,0,0,0,0,0,0,0,0,0,0,8.438,12.121,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.124,1,1,0,0,0,0,0,0,0,0,0,0,8.355,11.98,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.125,1,1,0,0,0,0,0,0,0,0,0,0,8.669,12.238,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.126,1,1,0,0,0,0,0,0,0,0,0,0,8.355,11.862,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.127,1,1,0,0,0,0,0,0,0,0,0,0,8.42,12.208,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.128,1,1,0,0,0,0,0,0,0,0,0,0,8.629,12.182,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.129,1,1,0,0,0,0,0,0,0,0,0,0,8.456,11.836,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.130,1,1,0,0,0,0,0,0,0,0,0,0,8.613,12.098,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.131,1,1,0,0,0,0,0,0,0,0,0,0,8.538,12.234,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.132,1,1,0,0,0,0,0,0,0,0,0,0,8.552,11.764,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.133,1,1,0,0,0,0,0,0,0,0,0,0,8.608,11.904,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.134,1,1,0,0,0,0,0,0,0,0,0,0,8.556,12.211,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.135,1,1,0,0,0,0,0,0,0,0,0,0,8.376,11.815,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.136,1,1,0,0,0,0,0,0,0,0,0,0,8.366,12.026,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.137,1,1,0,0,0,0,0,0,0,0,0,0,8.423,12.05,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.138,1,1,0,0,0,0,0,0,0,0,0,0,8.574,11.858,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.139,1,1,0,0,0,0,0,0,0,0,0,0,8.546,11.887,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.140,1,1,0,0,0,0,0,0,0,0,0,0,8.496,12.195,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.141,1,1,0,0,0,0,0,0,0,0,0,0,8.618,11.804,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.142,1,1,0,0,0,0,0,0,0,0,0,0,8.474,11.893,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.143,1,1,0,0,0,0,0,0,0,0,0,0,8.331,12.13,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.144,1,1,0,0,0,0,0,0,0,0,0,0,8.547,11.886,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.145,1,1,0,0,0,0,0,0,0,0,0,0,8.582,12.025,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.146,1,1,0,0,0,0,0,0,0,0,0,0,8.475,11.765,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.147,1,1,0,0,0,0,0,0,0,0,0,0,8.356,12.184,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.148,1,1,0,0,0,0,0,0,0,0,0,0,8.637,12.022,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.149,1,1,0,0,0,0,0,0,0,0,0,0,8.614,12.04,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.150,1,1,0,0,0,0,0,0,0,0,0,0,8.38,11.821,0.0,0.0,0.0,0.0
