Timestamp,ProcessA_Start,RobotArm_Down,Clamp_ON,Sensor_Part,RobotArm_Up,ProcessB_Start,Camera_Trigger,Inspect_OK,Gate_Open,ProcessC_Start,Conveyor_ON,Sensor_Exit,Pressure_A,Torque_A,Light_Level,Score_B,Speed_C,Temp_C
2024/01/15 08:00:00.000,1,0,0,0,0,0,0,0,0,0,0,0,8.588,11.881,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.001,1,0,0,0,0,0,0,0,0,0,0,0,8.46,12.088,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.002,1,0,0,0,0,0,0,0,0,0,0,0,8.513,12.21,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.003,1,0,0,0,0,0,0,0,0,0,0,0,8.496,11.962,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.004,1,0,0,0,0,0,0,0,0,0,0,0,8.538,11.864,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.005,1,0,0,0,0,0,0,0,0,0,0,0,8.637,11.94,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.006,1,0,0,0,0,0,0,0,0,0,0,0,8.462,12.088,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.007,1,0,0,0,0,0,0,0,0,0,0,0,8.382,12.077,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.008,1,0,0,0,0,0,0,0,0,0,0,0,8.619,11.923,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.009,1,0,0,0,0,0,0,0,0,0,0,0,8.652,12.014,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.010,1,0,0,0,0,0,0,0,0,0,0,0,8.593,11.985,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.011,1,0,0,0,0,0,0,0,0,0,0,0,8.467,11.889,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.012,1,0,0,0,0,0,0,0,0,0,0,0,8.333,11.858,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.013,1,0,0,0,0,0,0,0,0,0,0,0,8.666,12.016,0.0,0.0,0.0,0.0
2024/01/15 08:00:00.014,1,0,0,0,0,0,0,0,0,0,0,0,8.487,12.192,0.0,0.0,0.0,0.0
